,Player,121,123,231,213,212,1234,1213,1232,2134,2132,1212,2313,2312,121S,123S,231S,213S,212S,1234S,1213S,1232S,2134S,2132S,1212S,2313S,2312S,12S,21S,23S,Age,MP,Goals,Assists,xGp90,xAp90,ChCr,YC,RC,Tackles,Pressures,Position,Value
2005,Carlo Pinsoglio,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,450000.0
2006,Gianluca Pegolo,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Goalkeeper,135000.0
2008,Manuel Trigueros Munoz,1,34,48,58,6,17,14,5,26,3,4,5,4,0,5,1,8,0,0,4,0,2,0,0,1,1,7,1,3,25.0,34.0,3.0,4.0,0.09,0.14,77.0,10.0,1.0,57.0,485.0,midfield - Central Midfield,18000000.0
2010,Rodrigo Hernandez Cascante,1,84,30,84,8,43,14,10,50,10,2,3,7,0,3,0,4,0,1,2,0,6,1,0,0,1,7,2,2,26.0,37.0,16.0,4.0,0.45,0.1,88.0,4.0,0.0,19.0,434.0,midfield - Defensive Midfield,22500000.0
2011,Jaume Vicent Costa Jorda,1,30,30,35,7,12,10,3,19,1,0,4,3,0,2,2,1,0,3,0,0,2,0,0,0,1,5,4,1,29.0,30.0,0.0,0.0,0.02,0.07,56.0,14.0,1.0,62.0,257.0,Defender - Left-Back,8100000.0
2012,Sergio Postigo Redondo,1,38,32,37,3,23,0,6,20,3,0,1,3,0,4,1,0,0,1,0,0,1,0,0,0,0,4,0,2,28.0,30.0,1.0,0.0,0.01,0.02,12.0,6.0,0.0,34.0,157.0,Defender - Centre-Back,1800000.0
2014,Enis Bardhi,1,26,25,29,8,11,6,2,9,1,4,3,2,0,2,4,2,1,0,0,1,2,0,0,1,0,7,4,1,22.0,26.0,9.0,1.0,0.16,0.07,61.0,8.0,0.0,30.0,350.0,midfield - Attacking Midfield,5400000.0
2016,Jose Manuel Rodriguez Benito,1,31,17,20,1,13,8,3,10,2,0,2,1,0,2,1,1,0,2,0,0,1,0,0,0,0,2,0,1,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,midfield - Defensive Midfield,22500000.0
2019,Alexander Alegria Moreno,1,4,5,4,1,5,2,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,28.0,13.0,2.0,2.0,0.2,0.2,27.0,1.0,0.0,14.0,164.0,Defender - Left-Back,2700000.0
2022,Nicola Sansone,1,0,10,5,0,2,0,1,2,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,25.0,18.0,5.0,1.0,0.4,0.19,23.0,1.0,0.0,8.0,124.0,attack - Left Winger,6750000.0
2024,Antonio Rukavina,1,19,14,13,4,9,0,4,6,2,0,4,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,33.0,17.0,0.0,0.0,0.01,0.04,18.0,5.0,0.0,23.0,82.0,Defender - Right-Back,900000.0
2025,Jefferson Andres Lerma Solis,1,49,22,51,8,19,14,5,26,6,0,4,3,0,2,2,2,0,0,0,0,1,1,0,0,0,4,6,4,22.0,26.0,0.0,1.0,0.06,0.04,36.0,16.0,0.0,57.0,352.0,midfield - Defensive Midfield,1800000.0
2026,Pablo Fornals Malla,1,16,46,40,5,12,4,4,13,5,0,8,8,2,0,7,3,0,2,4,0,2,1,0,0,1,2,6,5,21.0,35.0,3.0,12.0,0.12,0.26,112.0,4.0,0.0,51.0,580.0,Defender - Centre-Back,2700000.0
2027,Carlos Arturo Bacca Ahumada,1,12,28,17,3,10,4,2,10,1,0,3,1,0,1,9,2,1,0,0,0,0,0,0,0,0,1,6,10,30.0,35.0,15.0,6.0,0.45,0.17,72.0,9.0,0.0,4.0,301.0,attack - Centre-Forward,9000000.0
2028,Leonardo Gabriel Suarez,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,29.0,5.0,2.0,0.21,0.09,58.0,6.0,1.0,86.0,768.0,attack - Right Winger,360000.0
2032,Emmanuel Okyere Boateng,0,10,8,11,1,0,0,1,3,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,1,2,21.0,25.0,6.0,0.0,0.45,0.09,35.0,5.0,0.0,4.0,330.0,attack - Centre-Forward,1800000.0
2033,Mikel Oyarzabal Ugarte,1,23,31,25,12,14,0,4,14,1,0,2,2,2,3,2,5,0,0,2,0,2,0,0,0,1,2,7,12,20.0,35.0,12.0,5.0,0.28,0.12,89.0,3.0,0.0,27.0,551.0,attack - Left Winger,31500000.0
2034,Kevin Manuel Rodrigues,1,24,27,12,7,15,6,2,13,1,0,2,2,2,0,0,1,0,2,0,0,0,0,0,0,0,0,3,1,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,Defender - Left-Back,1800000.0
2035,Asier Illarramendi Andonegi,1,80,48,69,9,33,14,10,45,3,2,6,4,0,6,2,5,1,1,0,0,2,0,4,0,0,4,4,3,27.0,36.0,7.0,5.0,0.09,0.07,85.0,10.0,1.0,66.0,647.0,midfield - Defensive Midfield,18000000.0
2036,Raul Rodriguez Navas,1,32,11,34,3,24,8,3,6,2,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,1,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,midfield - Defensive Midfield,22500000.0
2039,Jozabed Sanchez Ruiz,1,24,27,35,5,10,10,1,23,4,0,5,2,0,3,4,2,0,0,2,0,2,1,0,0,0,4,1,2,26.0,24.0,0.0,4.0,0.1,0.16,43.0,7.0,0.0,18.0,311.0,midfield - Central Midfield,1800000.0
2041,Gustavo Daniel Cabral Caceres,1,40,19,26,5,25,6,6,14,2,0,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,31.0,26.0,1.0,1.0,0.04,0.02,11.0,5.0,0.0,27.0,208.0,Defender - Centre-Back,2250000.0
2044,Pione Sisto Ifolo Emirmija,1,21,27,20,14,9,0,3,16,3,0,2,0,0,1,3,2,0,0,0,0,0,0,0,0,0,1,5,6,22.0,34.0,4.0,10.0,0.15,0.19,90.0,2.0,0.0,21.0,455.0,attack - Left Winger,13500000.0
2046,Daniel Wass,1,37,45,46,13,10,8,3,18,8,2,8,3,0,1,5,2,0,1,2,0,0,0,2,0,1,6,5,4,28.0,35.0,4.0,8.0,0.13,0.13,97.0,3.0,0.0,31.0,377.0,midfield - Central Midfield,13500000.0
2047,Iago Aspas Juncal,1,28,56,49,13,9,6,5,17,2,0,6,9,0,2,9,5,2,0,0,0,0,1,0,0,1,5,15,8,29.0,34.0,22.0,5.0,0.52,0.2,113.0,9.0,0.0,28.0,542.0,Defender - Left-Back,900000.0
2048,Aritz Elustondo Irribaria,1,22,19,18,1,8,2,6,16,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,23.0,19.0,3.0,2.0,0.05,0.04,13.0,1.0,0.0,25.0,181.0,Defender - Centre-Back,4500000.0
2049,Sergio Canales Madrazo,1,22,28,29,5,6,8,2,15,4,6,3,3,0,2,4,3,1,0,2,0,1,0,0,0,0,0,6,7,26.0,36.0,4.0,5.0,0.18,0.25,116.0,4.0,0.0,30.0,427.0,midfield - Attacking Midfield,4500000.0
2050,David Zurutuza Veillet,1,34,34,34,3,20,10,2,23,1,4,1,2,0,2,1,2,0,1,2,0,1,0,0,0,0,1,4,1,31.0,31.0,0.0,2.0,0.08,0.04,35.0,2.0,0.0,48.0,535.0,midfield - Central Midfield,2700000.0
2051,Hugo Mallo Novegil,1,28,66,46,12,19,8,8,18,1,2,4,2,0,1,2,1,0,1,0,0,2,0,2,0,0,2,1,0,26.0,34.0,0.0,5.0,0.05,0.13,54.0,12.0,0.0,89.0,500.0,Defender - Right-Back,10800000.0
2052,Nemanja Radoja,1,18,16,21,5,9,6,2,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,1,24.0,26.0,0.0,1.0,0.06,0.05,16.0,3.0,0.0,17.0,219.0,midfield - Defensive Midfield,5400000.0
2053,Willian Jose da Silva,1,17,32,24,2,16,0,1,15,2,0,2,1,4,2,6,3,2,1,0,0,2,0,0,0,0,5,4,7,28.0,36.0,6.0,7.0,0.25,0.28,108.0,1.0,0.0,34.0,319.0,attack - Centre-Forward,22500000.0
2054,Xabier Prieto Argarate,1,19,32,33,5,10,4,2,10,3,0,10,6,2,5,0,2,1,2,0,0,2,0,2,0,0,5,8,1,33.0,26.0,3.0,5.0,0.14,0.2,69.0,1.0,0.0,18.0,315.0,midfield - Central Midfield,2700000.0
2056,Carlos Alberto Vela Garrido,0,4,5,2,2,1,0,1,4,0,0,0,1,0,1,1,2,0,0,0,0,0,0,0,0,0,1,1,1,28.0,13.0,1.0,0.0,0.39,0.1,22.0,0.0,0.0,12.0,57.0,attack - Right Winger,9000000.0
2057,Stanislav Lobotka,1,67,40,55,17,36,2,3,28,3,0,4,7,4,5,0,0,0,2,4,0,2,1,0,0,1,5,3,0,22.0,38.0,0.0,0.0,0.01,0.01,42.0,2.0,0.0,55.0,643.0,midfield - Defensive Midfield,13500000.0
2058,Pedro Pablo Hernandez,1,35,31,32,5,20,4,1,13,1,0,2,4,0,2,0,5,0,0,0,0,0,0,0,0,0,0,1,0,26.0,15.0,0.0,3.0,0.04,0.04,8.0,3.0,0.0,19.0,57.0,Defender - Centre-Back,2700000.0
2059,Imanol Agirretxe Arruti,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30.0,11.0,0.0,0.0,0.45,0.02,3.0,0.0,0.0,0.0,40.0,attack - Centre-Forward,900000.0
2061,Gaku Shibasaki,1,8,16,21,2,6,2,0,5,3,2,2,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,2,1,25.0,22.0,1.0,0.0,0.05,0.07,25.0,2.0,0.0,18.0,338.0,midfield - Central Midfield,2700000.0
2065,Inaki Williams Arthuer,1,17,43,27,8,13,4,2,10,4,0,1,3,0,1,4,2,0,1,0,0,0,0,0,2,0,2,10,7,24.0,16.0,1.0,1.0,0.09,0.12,28.0,0.0,0.0,54.0,353.0,attack - Centre-Forward,27000000.0
2066,Iker Muniain Goni,1,9,18,15,7,2,2,1,6,2,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,2,1,24.0,14.0,4.0,2.0,0.25,0.14,28.0,1.0,0.0,8.0,195.0,attack - Left Winger,9000000.0
2067,Mikel Balenziaga Oruesagasti,1,29,13,10,6,7,4,3,10,0,0,3,1,0,4,1,0,0,1,0,0,0,0,0,0,0,2,1,1,29.0,18.0,0.0,2.0,0.01,0.05,17.0,1.0,0.0,43.0,274.0,Defender - Left-Back,3600000.0
2071,Francisco Jose Molinero Calderon,1,11,8,8,0,5,2,0,4,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,32.0,10.0,0.0,0.0,0.01,0.02,7.0,5.0,0.0,11.0,73.0,Defender - Right-Back,540000.0
2072,Markel Susaeta Laskurain,1,18,19,48,5,9,8,0,18,1,4,4,5,0,1,2,1,0,1,0,1,1,0,0,0,1,3,2,1,29.0,34.0,3.0,2.0,0.07,0.17,90.0,2.0,0.0,35.0,552.0,attack - Right Winger,8100000.0
2076,Kepa Arrizabalaga Revuelta,1,12,18,19,1,1,2,1,12,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,30.0,0.0,0.0,0.0,0.01,6.0,3.0,0.0,0.0,1.0,Goalkeeper,18000000.0
2077,Vicente Guaita Panadero,0,7,17,13,2,0,0,0,6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30.0,33.0,0.0,0.0,0.0,0.01,2.0,1.0,0.0,0.0,0.0,Goalkeeper,4500000.0
2078,Jorge Molina Vidal,1,26,34,32,7,19,0,2,9,4,2,4,7,0,2,6,1,0,0,0,0,1,1,0,1,0,2,8,5,35.0,36.0,7.0,4.0,0.47,0.13,74.0,10.0,0.0,18.0,409.0,attack - Centre-Forward,450000.0
2080,Amath Diedhiou Ndiaye,1,18,21,34,3,9,2,2,7,0,4,3,4,0,0,1,0,1,1,0,0,2,0,0,0,0,1,4,7,21.0,37.0,3.0,3.0,0.17,0.06,56.0,9.0,0.0,69.0,841.0,attack - Left Winger,4500000.0
2081,Markel Bergara Larranaga,1,21,7,17,5,6,4,2,4,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31.0,18.0,4.0,1.0,0.18,0.0,8.0,5.0,0.0,36.0,325.0,midfield - Defensive Midfield,1350000.0
2082,Aritz Aduriz Zubeldia,1,9,20,16,3,9,2,3,5,0,2,4,0,0,0,2,3,0,0,0,0,1,0,0,0,0,1,2,8,36.0,33.0,9.0,1.0,0.49,0.05,33.0,5.0,0.0,11.0,307.0,attack - Centre-Forward,900000.0
2083,Sergio Mora Sanchez,1,21,18,16,3,7,6,0,6,0,2,1,1,0,3,0,0,0,1,0,0,0,0,0,0,0,3,1,1,37.0,26.0,0.0,0.0,0.03,0.02,10.0,5.0,0.0,20.0,180.0,attack - Left Winger,270000.0
2084,Angel Luis Rodriguez Diaz,1,10,23,23,3,6,0,0,8,2,0,2,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,6,13,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,attack - Left Winger,225000.0
2085,Mauro Wilney Arambarri Rosa,1,34,22,15,4,14,8,3,18,2,0,1,2,0,1,1,0,0,2,0,0,0,0,0,0,0,3,0,1,21.0,27.0,1.0,1.0,0.06,0.04,19.0,9.0,1.0,49.0,590.0,midfield - Central Midfield,4500000.0
2086,Marc Muniesa Martinez,1,28,15,18,0,9,10,2,7,0,0,1,1,0,2,0,1,0,0,0,0,2,0,0,0,0,2,1,0,25.0,13.0,0.0,1.0,0.02,0.01,7.0,3.0,0.0,26.0,161.0,Defender - Centre-Back,4500000.0
2087,Bernardo Jose Espinosa Zuniga,1,37,30,41,5,13,10,5,20,3,0,0,3,0,0,1,0,1,2,0,1,1,0,0,0,0,1,1,4,28.0,34.0,0.0,3.0,0.05,0.02,17.0,7.0,0.0,32.0,197.0,Defender - Centre-Back,6300000.0
2088,Jorge Resurreccion Merodio,1,47,65,61,18,22,12,3,33,3,2,4,6,0,2,3,3,0,1,2,0,2,0,0,1,0,4,3,2,21.0,22.0,1.0,2.0,0.01,0.1,36.0,8.0,0.0,58.0,295.0,Defender - Left-Back,10800000.0
2091,Pere Pons Riera,1,43,23,34,10,12,14,6,18,4,2,2,5,2,1,2,0,0,0,0,0,3,1,0,0,0,10,0,1,24.0,31.0,0.0,2.0,0.04,0.04,37.0,8.0,0.0,65.0,651.0,midfield - Defensive Midfield,4500000.0
2092,Pablo Maffeo Becerra,1,33,37,31,5,16,4,0,8,1,2,4,5,0,2,3,2,2,5,0,0,1,0,0,1,2,2,4,2,20.0,33.0,0.0,1.0,0.04,0.07,62.0,10.0,0.0,74.0,492.0,Defender - Right-Back,9000000.0
2093,Francesc Aday Benitez Caraballo,1,20,34,21,7,8,12,1,13,3,2,5,2,0,1,4,1,1,0,0,0,1,0,0,1,0,4,2,3,29.0,31.0,2.0,0.0,0.13,0.07,52.0,10.0,0.0,17.0,248.0,Defender - Left-Back,1800000.0
2095,Yannick Ferreira Carrasco,1,5,6,9,0,6,2,1,6,1,2,1,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,3,23.0,17.0,3.0,4.0,0.23,0.22,29.0,3.0,0.0,19.0,173.0,attack - Left Winger,19800000.0
2099,Gabriel Fernandez Arenas,1,68,35,56,6,30,12,7,32,3,2,4,3,0,5,1,6,1,2,0,1,3,0,0,0,0,4,3,1,23.0,29.0,5.0,2.0,0.21,0.09,58.0,6.0,1.0,86.0,768.0,Goalkeeper,1350000.0
2100,Jan Oblak,1,4,18,12,3,3,0,2,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,37.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,Goalkeeper,63000000.0
2101,Cristhian Ricardo Stuani Curbelo,0,11,24,14,1,5,0,2,13,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,13,30.0,33.0,21.0,0.0,0.57,0.02,39.0,8.0,0.0,20.0,589.0,attack - Centre-Forward,6750000.0
2102,Pedro Alcala Guirado,1,9,7,13,0,4,2,1,6,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,30.0,31.0,4.0,2.0,0.25,0.09,62.0,1.0,0.0,20.0,240.0,Defender - Centre-Back,720000.0
2104,Antoine Griezmann,1,21,34,30,3,10,2,0,14,1,2,2,2,0,2,8,1,0,0,2,0,1,0,0,3,0,1,6,7,26.0,32.0,19.0,9.0,0.44,0.2,88.0,7.0,1.0,35.0,567.0,attack - Second Striker,108000000.0
2105,Fernando Jose Torres Sanz,0,5,14,3,0,1,2,1,7,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,2,2,33.0,27.0,5.0,0.0,0.44,0.02,17.0,2.0,0.0,8.0,165.0,midfield - Defensive Midfield,13500000.0
2106,Gorka Iraizoz Moreno,1,2,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,36.0,9.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,Goalkeeper,180000.0
2107,Cristian Portugues Manzanera,1,19,30,27,4,11,2,0,9,2,2,3,1,4,1,3,2,1,0,0,0,2,0,0,0,0,2,12,4,25.0,37.0,11.0,5.0,0.22,0.17,77.0,4.0,0.0,28.0,577.0,attack - Right Winger,9000000.0
2110,Luciano Vietto,1,7,13,9,1,4,0,0,2,0,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,1,4,2,23.0,14.0,2.0,1.0,0.19,0.24,20.0,1.0,0.0,6.0,103.0,attack - Centre-Forward,5400000.0
2112,David Soria Solis,0,6,9,5,1,1,0,2,4,1,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,24.0,15.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,Goalkeeper,2700000.0
2115,Pablo Daniel Piatti,1,12,21,23,7,3,2,1,3,0,0,3,0,0,2,1,2,1,0,0,0,1,0,0,0,0,3,2,0,28.0,30.0,2.0,3.0,0.2,0.17,68.0,0.0,0.0,39.0,458.0,Defender - Centre-Back,2700000.0
2118,Sergio Rico Gonzalez,1,11,11,4,0,9,0,1,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23.0,24.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,attack - Left Winger,270000.0
2121,Pablo Sarabia Garcia,1,26,39,26,10,15,8,1,14,1,0,3,2,2,2,3,1,1,2,0,0,1,0,0,0,1,2,6,3,25.0,34.0,6.0,5.0,0.25,0.23,86.0,8.0,1.0,25.0,582.0,attack - Right Winger,18000000.0
2122,Francisco Borja Lasso de la Vega Gayan,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,1.0,0.0,0.0,0.0,0.38,1.0,0.0,0.0,4.0,24.0,midfield - Attacking Midfield,900000.0
2124,Javier Fuego Martinez,1,34,25,26,3,19,6,3,9,3,0,0,4,0,3,0,2,0,1,2,2,1,0,0,0,0,2,1,0,33.0,11.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,11.0,97.0,midfield - Attacking Midfield,180000.0
2125,Javier  Lopez Rodriguez,1,11,5,11,3,8,2,1,6,2,0,0,0,2,0,0,1,0,1,0,0,1,0,0,0,0,2,1,1,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,midfield - Defensive Midfield,22500000.0
2126,Gerard Moreno Balaguero,1,27,42,52,5,10,4,6,21,0,2,5,3,2,0,3,1,0,0,0,0,2,0,0,0,0,4,10,10,25.0,38.0,16.0,1.0,0.44,0.12,100.0,4.0,0.0,37.0,688.0,attack - Centre-Forward,18000000.0
2129,David Lopez Silva,1,55,34,56,4,29,24,6,35,3,4,2,0,2,1,0,3,0,3,0,0,1,0,0,0,0,6,2,2,31.0,29.0,9.0,11.0,0.27,0.29,132.0,5.0,0.0,38.0,380.0,Defender - Centre-Back,13500000.0
2133,Luis Fernando Muriel Fruto,1,8,14,8,2,4,0,1,3,0,0,4,2,0,1,3,3,1,0,0,0,0,0,0,0,0,1,3,4,26.0,29.0,7.0,1.0,0.42,0.12,43.0,4.0,0.0,14.0,325.0,midfield - Defensive Midfield,13500000.0
2135,Esteban Felix Granero Molina,1,17,20,26,2,15,10,1,9,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,30.0,25.0,1.0,2.0,0.04,0.11,32.0,4.0,0.0,29.0,358.0,midfield - Central Midfield,1350000.0
2137,Guido Hernan Pizarro,1,24,20,26,8,17,6,2,17,5,0,1,2,2,3,0,0,0,2,0,0,4,0,0,0,1,0,0,1,27.0,24.0,1.0,0.0,0.03,0.04,19.0,9.0,0.0,65.0,364.0,midfield - Defensive Midfield,6750000.0
2138,Charles  Dias Barbosa de Oliveira,0,15,14,18,3,3,0,1,10,1,0,2,1,0,2,1,3,0,1,0,0,0,0,2,0,0,0,3,4,33.0,30.0,8.0,1.0,0.38,0.07,37.0,5.0,1.0,6.0,337.0,midfield - Central Midfield,360000.0
2141,Luis Hernandez Rodriguez,1,64,24,25,5,25,12,8,17,2,6,0,3,0,3,0,1,0,2,0,0,1,0,0,0,0,1,4,0,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,Defender - Centre-Back,2250000.0
2143,Roberto Jose Rosales Altuve,1,38,53,40,12,15,14,3,19,4,0,5,3,0,2,3,5,0,2,0,0,2,0,0,1,0,8,4,0,28.0,35.0,1.0,0.0,0.02,0.09,78.0,10.0,0.0,104.0,533.0,Defender - Right-Back,2250000.0
2146,Juan Pablo Anor Acosta,0,7,9,6,2,1,0,4,5,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,26.0,15.0,0.0,3.0,0.04,0.04,8.0,3.0,0.0,19.0,57.0,Defender - Centre-Back,2700000.0
2148,Paulo Andre Rodrigues de Oliveira,1,48,22,21,2,16,8,4,14,3,0,3,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,2,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,Defender - Centre-Back,2700000.0
2149,Takashi Inui,1,18,35,45,13,17,4,1,22,0,4,5,3,0,1,1,7,1,1,0,0,0,0,0,1,0,2,4,4,29.0,34.0,5.0,2.0,0.16,0.05,66.0,4.0,0.0,26.0,674.0,attack - Left Winger,6750000.0
2153,Ivan Ramis Barrios,1,32,21,32,0,16,0,0,7,2,0,3,3,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,1,21.0,2.0,0.0,0.0,0.1,0.0,1.0,0.0,0.0,0.0,27.0,Defender - Centre-Back,450000.0
2154,Ander Capa Rodriguez,1,29,47,33,9,21,2,5,18,1,2,5,3,0,1,3,2,2,0,0,0,1,0,0,0,0,1,1,0,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,Defender - Right-Back,2700000.0
2158,Roberto Jimenez Gago,1,5,14,8,4,1,0,0,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.0,34.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,Goalkeeper,1800000.0
2159,Javier Ontiveros Parra,0,3,10,6,2,0,0,0,3,0,0,2,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,19.0,12.0,0.0,0.0,0.05,0.07,16.0,4.0,0.0,7.0,98.0,attack - Left Winger,2250000.0
2160,Jonathan Rodriguez Menendez,0,3,1,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,midfield - Defensive Midfield,22500000.0
2162,Sergio Enrich Ametller,0,13,18,18,8,2,2,0,11,2,0,4,1,2,1,2,2,0,0,0,0,0,0,0,0,0,1,0,2,27.0,19.0,3.0,1.0,0.18,0.06,31.0,2.0,0.0,12.0,353.0,attack - Left Winger,270000.0
2164,Zouhair Feddal,1,19,19,16,3,10,4,1,6,0,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,28.0,15.0,3.0,0.0,0.04,0.01,5.0,7.0,0.0,19.0,108.0,Defender - Centre-Back,2700000.0
2171,Lionel Andres Messi Cuccittini,1,16,55,36,14,8,10,1,17,1,0,10,2,1,2,6,1,1,0,2,0,1,0,1,1,1,2,14,11,30.0,36.0,34.0,12.0,0.76,0.41,236.0,3.0,0.0,16.0,372.0,attack - Right Winger,162000000.0
2172,Joaquin Sanchez Rodriguez,1,22,47,32,7,7,8,6,12,4,0,3,4,2,3,1,3,0,0,0,0,1,0,0,1,0,3,7,2,21.0,37.0,1.0,3.0,0.04,0.05,68.0,8.0,0.0,95.0,716.0,attack - Right Winger,450000.0
2173,Jordi Alba Ramos,1,40,56,41,13,25,18,5,14,8,6,7,4,0,4,2,1,0,3,2,0,1,1,0,1,0,2,4,0,28.0,33.0,2.0,8.0,0.07,0.14,58.0,7.0,0.0,47.0,461.0,Goalkeeper,225000.0
2174,Sergi Roberto Carnicer,1,36,24,26,6,17,12,3,14,4,8,4,1,2,3,4,5,0,1,0,0,1,0,0,0,0,7,2,0,25.0,30.0,1.0,7.0,0.04,0.15,60.0,3.0,2.0,47.0,398.0,midfield - Central Midfield,49500000.0
2176,Sergio Busquets i Burgos,1,58,39,46,5,19,16,12,24,5,4,4,6,0,3,3,6,1,4,0,2,2,1,0,0,0,5,5,0,29.0,31.0,1.0,4.0,0.02,0.07,62.0,8.0,0.0,70.0,718.0,midfield - Defensive Midfield,72000000.0
2177,Javier Alejandro Mascherano,1,6,6,2,2,6,2,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,7.0,0.0,0.0,0.0,0.11,6.0,0.0,0.0,17.0,66.0,midfield - Defensive Midfield,4500000.0
2180,Samuel Yves Umtiti,1,33,19,28,2,16,6,7,20,0,0,0,2,0,3,1,1,0,1,0,2,2,0,0,0,0,1,0,2,23.0,25.0,1.0,0.0,0.04,0.0,10.0,7.0,0.0,43.0,227.0,Defender - Centre-Back,63000000.0
2184,Aleix Vidal Parreu,0,2,10,3,2,3,2,0,4,0,0,2,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,27.0,15.0,1.0,1.0,0.19,0.17,10.0,0.0,0.0,6.0,127.0,Defender - Right-Back,6750000.0
2188,Sergio Ramos Garcia,1,53,25,33,3,18,6,4,14,2,0,4,1,0,2,2,1,0,3,0,1,1,0,0,0,0,3,1,2,31.0,26.0,4.0,1.0,0.24,0.07,36.0,9.0,2.0,34.0,244.0,attack - Left Winger,270000.0
2190,Marcelo Vieira da Silva Junior,1,47,51,37,10,13,8,4,11,2,0,4,1,4,2,3,8,1,1,0,1,2,0,0,0,0,6,7,3,29.0,28.0,2.0,6.0,0.06,0.26,117.0,3.0,1.0,46.0,342.0,Defender - Centre-Back,8100000.0
